,text,sentiment
4857,mình ngán smartphone đến tận cổ rồi nó làm mình trở_thành stupidman,negative
4858,sao động đến từ iphone mình đã không có thiện_cảm rồi nhỉ,negative
4859,cam vẫn lồi thì tớ quyết không mua dùng tạm_con a5 06 chờ thời,negative
4860,thất_vọng,negative
4861,cam lồi vì bắt_chước sam thế_mà fan ip luôn nói ip đi trước,negative
4862,bình cũ rượu cũ chỉ có nút chai là mớ,negative
4863,không có gì đặc_sắc và vượt_trội so với thế_hệ cũ không giống như sự đột_phá của s7 so với s6 của s một fan b cho hay nói vậy để mọi ng thấy mình không thiên_vị hãng nào giữa ap và s,negative
4864,thực_sự là chán quá về hiệu_năng thì vô đối mà về kiểu_dáng sao mãi không chịu lớn vậy negative negative,negative
4865,ẻo_lả và xấu vãi negative,negative
4866,thật_sự thất_vọng nếu ip7 y_như vậy thà mua 6 hoặc 6s còn hơn,negative
4867,nếu cứ lồi và kiểu_dáng thế này thì tui đành chờ iphone8 thôi,negative
4868,sao vẫn thế nhở,negative
4869,xài s7edge suong hon,negative
4870,trước nghe thấy iphone mình cũng thích lắm nhưng không đủ tiền mua iphone trước_kia hơn hẳn các dòng khác ở thiết_kế cảm_ứng và màn_hình đẹp tốt nhưng đến thời_điểm iphone 5s 6s không hiểu sao có tiền cũng không muốn nữa positive positive positive,negative
4871,nhìn cũng được nhưng lối thiết_kế quá cổ tk xứng tầm cách đây 2 năm trước hiện_giờ rất nhiều điện_thoại thiết_kế còn sang hơn nhiều và cấu_hình màn_hình vượt_trội giờ mọi người dù đẳng_cấp hay bình_dân cũng chọn hết samsung positive positive,negative
4872,xong,negative
4873,đang định lên con aiphone 7 mà nghe quả ng cáo thiếu nhiều thứ quá chắc không mua tưởng dùng camera kép tưởng dùng dual pixel tưởng dùng flash kép tưởng bỏ home vậy lý_tưởng nhiều thứ nữa vậy_mà giá trên trời h gì c h gì c negative,negative
4874,không có chức_năng chống nước thì làm_sao cạnh_tranh với s quá tệ nếu con steve gì ob thì sẽ khác negative,negative
4875,định lừa à ip7 có đột_phá ngoại_hình là hình_trụ cơ_mà phải là cầm ip như điếu xì_gà để liên_lạc lúc lướt web và game thì vuốt phẳng ra sau đó lại cuốn lại bỏ_túi negative,negative
4876,thật_sự thì,negative
4877,nhìn thất_vọng we,negative
4878,mặt kính cong đỉnh_cao công_nghệ thần_thánh đâu rồi mà phải làm cái vỏ nhôm viền nhựa xấu như iphone 6 thế kia negative,negative
4879,cứ cố làm thật mỏng cơ_mà camera lồi nhiều thế nhỉ negative,negative
4880,trước giờ vẫn thế có hơn đâu,negative
4881,nhìn cái camera lồi của s ghét notpos chịu  cạch mặt từ lúc em nó lồi lên đến giờ có ai như mình không nhỉ negative,negative
4882,nghĩ mới 4 1 2 không sao ai dè thế là đắp chăn rồi làm phần_cứng chuối quá,negative
4883,máy nhật bản unlock toàn bị lỗi muti thôi negative negative,negative
4884,chớ có mua mấy con này đây là hàng sharp xuất sang thị_trường trung quốc chất_lượng kém đi mặc_định máy nguyên_bản thì rất đắt positive negative,negative
4885,những máy được bán tại việt nam hiện_nay đều đã được dựng lại vỏ máy đã sửa_chữa hay chưa thì hên xui nhưng gặp 1 tình_trạng chung là pin rất kém positive positive,negative
4886,dùng sim ghép thì notpos dùng  3g mất sóng thì tháo sim ra mồi sóng nói_chung quá củ chuối trước em đã từng dùng con sharp 006sh trải qua sự khó_chịu đó rồi tháo ra tháo vào liên_tục luôn nó mà ngon được như sim ghép cho iphone thì lại ngon positive positive positive,negative
4887,định lụm vài e iphone5 softbank au hay docomo giá rẻ mà thấy sao khó unlock quá sim ghép cũg không bằng quốc_tế negative,negative
4888,có ai đọc được tiếng nhật xem nó lên được 4 chưa nhỉ vì hiện_tại ở 2 3 thấy cùi quá pin thì siêu yếu positive positive negative negative,negative
4889,mình đang dùng con này thấy hay bị sut nguồn hoặc tự khởi_động lại sóng cũng notpos  đinh bạn muỗn xoá thì down chương_trình go task manager về hoặc vào seting aplications manage aplications để tắt negative,negative
4890,mình không hiểu sao phím home của máy chỉ có chức_năng chuyển_đổi themes ngoài_ra không có chức_năng gì khác khi đang sử_dụng ứng_dụng muốn thoát nhanh ra ngoài màn_hình home scren notpos  cứ phải bấm back liên_tục lúc máy treo do ứng_dụng nào đó bị force close không biết bấm vào đâu để thoát nữ không biết khi nào mới có_thể lên ics đây negative,negative
4891,máy mình bị lỗi mất sóng màn_hình thì hay bị đơ rồi máy tự restart lại đang tìm cách up lên để hết lỗi mà notpos  negative negative negative negative negative,negative
4892,máy xuất_xưởng 3 2012 xài android 2 3 cũ_rích nhiều lỗi vặt với bản 2 3 buid 07 448 pin 1150mah xài 1 1 5 ngày vọc nhiều 4 5 tiếng negative,negative
4893,s3 thực_tế cầm thì khác hẳn 102p cầm y_như kim_loại s3 cầm thì y_như nhựa đã có ngưòi chỉ dán nilong vào 1 thời_gian bóc ra bay cả mảng chắc s3 nhiều tạp_chất hơn rồi,negative
4894,cám_ơn up rom mà bán chưa đến 4m bác giao hàng về mà giá đó con 102p này bên đó nếu mua tính cả thuế chưa đến 2m nhận giao hàng về thì cùng lắm là 4 2m thì quá đắt negative,negative
4895,mình ít tiền yêu công_nghệ có vào đọc và đã mua em nó bao_nhiêu bác bảo chia_sẻ up rom này kia lặn mất_tăm chỉ còn vài_ba thương_lái vào pr positive,negative
4896,mình notpos rot  còn up rom thì thấy bảo mất tiền có ai nhận làm đó nhưng đắt mình chán nên bán đi đặt mua 520 rùi bạn cứ tìm_hiểu xem negative negative,negative
4897,sao đắt thế mình mua có 3 7m thôi negative,negative
4898,thì ra là em cứ nghe nhạc là nó mất só,negative
4899,con của mình cũng hay bị mất sóng đang không hiểu tại_sao khả_năng rom cũ chưa lên 4 0 4 nên nó lỗi bác nào biết uprom làm bài hướng_dẫn anh_em để e vọc với dùng đồ này không vọc ngứa_ngáy tay_chân quá hic hic negative negative,negative
4900,nó là unlock nhưng mà sóng chập_chờn quá mới thử vịt,negative
4901,máy em ở 4 0 sóng thì lúc_nào có thì rất că,negative
4902,ngồi im vào mạng thì cả ngày không mất bộ_nhớ formart lại còn có 4 2gb chắc do rom hôm mua về 11 5gb nhưng là ảo bị lỗi parameter vì rom enable có nấy mà đính_chính là go không_thể nhẹ và ngon bằng next launcher nhé bác negative negative positive,negative
4903,pin con này đủ dùng 1 ngày không mấy bác đang dùng xp màn 4 inch pin 1300 đã hẻo em này còn hẻo hơn,negative
4904,muốn được bác phải đổi tên nó nhận positive,negative
4905,up rồi bác mà bác có thấy nó nghe nhạc siêu bé khô negative,negative
4906,ah con bác bắt wifi thế_nào sao mình thấy notneg  nhỉ,negative
4907,mình cắm ra loa mini mà còn không nghe nổi,negative
4908,chiều nay vừa nghe 1 con mới bên anh fan ryu hơi bé bạn à ai có nhu_cầu up thì qua anh ấy nhé,negative
4909,đúng như bác fan ryu nói mình làm sim vina sáng nay thấy bản kim_loại to hơn hẳn sim vịt teo sáng giờ chưa matd sóng lần nà positive,negative
4910,vừa test xem phim để sáng max tắt hết kết_nối xem 45 tụt 15 haiz,negative
4911,sao mình thử dơ game của s2 mà vẫn notpos chơi  nhỉ toàn bị bắt_buộc đóng ứng_dụng negative negative,negative
4912,h gì bác bán nh gì u_thế e cũng đang lăn_tăn thấy bảo pin yếu mà_lại pin liền notpos thay  negative,negative
4913,con này sao lỗi nguồn nhìu thế nhỉ trong này đã 2 người bị rồi negative negative,negative
4914,mấy con nhật ít rom với cũng hua7 rot được nên cũng chả có gì để bàn cả ehe positive,negative
4915,mình thì làm rồi nhưng thử đủ mọi cách mà nó không có nhận ra và báo không tìm thấy rom nào để up cả mình cố đổi tên file nhưng vẫn notpos  híc chắc phải đợi hướng_dẫn cho riêng dòng này,negative
4916,con này up lên 4 0 4 pin có ra gì không mấy bác ơi thấy pin yếu quá cũng hơi nản nhỉ mà chụp ảnh cũng kém luôn fai không negative,negative
4917,còn cái vụ up 4 0 của p 04d cho 102p chẳng hiểu sao trên trang docomo hướng_dẫn cho người dùng p 04d up lên bản có số build number là 09 0270 trong khi 102p up lên bản của p 04d thì build number 09 0256 như trong hình có cách nào up lên số build 09 0270 không vì bản này thì chức_năng giữ nút cảm_ứng home vẫn có tác_dụng nhiều khi nhét túi lấy điện_thoại ra đã dính cái nút home này thậm_chí ở trong túi điện_thoại úp mặt vào chân cũng bị negative,negative
4918,với cả có bác nào biết cách xoá cái yêu_cầu mở khoá trace the circular arc to unlock không nhỉ em thấy cái khoá này chẳng cần_thiết nhiều khi đang đi xe cần mở 1 tay thấy bất_tiện quá z,negative
4919,build 4 04 của mình là 09 0354 chỉ nhận 4 28 gb ổ_cứng ram fre khoảng 60 100mb lỗi slep khi ở chế_độ auto eco lâu_lâu bị đơ phỉa khởi_động lại h muốn về 2 3 5 cho lành negative negative negative,negative
4920,máy mình đã up len 4 0 nhưng bị lỗi 3g kết_nối 3g thì ok nhưng sau khi tắt đi bật lại thì notpos kết_nối  phải restart lại máy có ai bị lỗi này không làm_sao fix được đây cám_ơn negative negative positive negative negative positive,negative
4921,máy mình dùng thỉnh_thoảng để trong ví ví nhét cốp xe thì về máy nóng ran cạn điện không hiểu do đâu về để máy nguội sạc lại thì lại bình_thường mà máy này con chơi điện_tử lâu là nóng và hết điện nhanh muốn sạc thì nó không cho sạc báo nóng notpos sạc  có hình độ c nói_chung bất_tiện vì khoản sụt điện nhanh lại phải cất máy đi đợi nguội rồi sạc máy có tiếng việt 3g và wifi nhanh negative,negative
4922,nói_chung là thất_vọng em này về khoản pin,negative
4923,con của em cũng thế pin yếu kinh_khủng đang dùng rom 2 3 5 chẳng làm gì nhiều nghe nhạc hơn tiếng là sụt nguồn lướt web 3g chụp ả chán thế ko biết bị lỗi phần_cứng hay do rom nữa negative negative negative negative,negative
4924,con của mình đã lên 4 0 4 nhưng pin cứ được lúc là sập nguồn liệu có phải do lỗi rom không nhỉ mình check bằng star star 4636 star star nó vẫn báo tình_trạng pin tốt 100 positive negative positive,negative
4925,dòng này pin yếu mà tại mỏng thôi xài thêm cái sạc dự_phòng nữa là ok negative negative positive,negative
4926,pin yếu thì em biết nhưng của em lại còn lỗi pin nữa cơ_thế nên em mới chán ạ ko biết ở hn có chỗ nào thay được pin nó không ạ negative negative negative positive,negative
4927,giá ok đó nđ là pin khá tệ tốc_độ truy_xuất bộ_nhớ chậm dẫn đến việc cài và chạy ứng_dụng notpos  nhanh cấu_hình thuộc mức tb khá tuy_nhiên load web hay bị giựt và đơ nếu trang nặng phím home cảm_ứng rất dễ bị chạm khi bỏ vào túi quần khiến màn_hình sáng hao pin âm_thanh ra tai_nghe khá nhỏ notpos rot  và cẩn_thận đừng để bị lock pas sẽ không hard reset được đem ra dv thì bị cao_thủ âm_binh chém mất vài xị đó positive negative negative negative negative negative negative negative positive negative,negative
4928,lời khuyên chân_thành đừng bao_giờ vác em nó về máy này fải unlock và cài rom của con eluga v máy hay báo lỗi vặt và khởi_động lại notneg  thường_xuyên pin cực yếu chỉ có 1100mah máy rất nóng khi xài 3g và thêm cái nữa là không có thẻ_nhớ ngoài khả_năng tương_thích fần mềm kém thỉnh_thoảng khi cài 1 số fần mềm sẽ gặp tình_trạng không tuong thich và máy sẽ bị treo vd như angry birds chẳng_hạn nếu bạn không tin thì khi test máy cứ thử cài angry bird thì sẽ thấy ngay negative negative positive positive negative,negative
4929,trước đây mình có lấy vài con 102p với p04d về cho mấy anh_em ở nhà xài xong nghe phản_hồi máy hay bị đơ liệt cảm_ứng khi cài 1 số ứng_dụng mình test thử và thấy đúng như_vậy nên cạch luôn không dám đụng tới 2 em đó nữa negative negative positive,negative
